timestamp,placer,benchmark,status,exit_code,runtime_seconds,proxy,wirelength,density,congestion,overlaps,log
2026-04-30T22:24:28-04:00,submissions/casadi_placer.py,ibm01,ok,0,5,1.0385,0.064,0.812,1.137,0,sweep_logs/20260430_222423/submissions__casadi_placer__ibm01.log
2026-04-30T22:24:36-04:00,submissions/casadi_placer.py,ibm02,ok,0,8,1.5658,0.075,0.729,2.254,0,sweep_logs/20260430_222423/submissions__casadi_placer__ibm02.log
2026-04-30T22:26:07-04:00,submissions/casadi_placer.py,ibm03,ok,0,91,1.3202,0.080,0.724,1.758,0,sweep_logs/20260430_222423/submissions__casadi_placer__ibm03.log
2026-04-30T22:26:14-04:00,submissions/casadi_placer.py,ibm04,ok,0,7,1.3134,0.071,0.782,1.704,0,sweep_logs/20260430_222423/submissions__casadi_placer__ibm04.log
2026-04-30T22:27:25-04:00,submissions/casadi_placer.py,ibm06,ok,0,71,1.6592,0.064,0.725,2.466,0,sweep_logs/20260430_222423/submissions__casadi_placer__ibm06.log
2026-04-30T22:29:33-04:00,submissions/casadi_placer.py,ibm07,ok,0,128,1.4725,0.066,0.815,1.999,0,sweep_logs/20260430_222423/submissions__casadi_placer__ibm07.log
2026-04-30T22:29:46-04:00,submissions/casadi_placer.py,ibm08,ok,0,13,1.4664,0.068,0.816,1.980,0,sweep_logs/20260430_222423/submissions__casadi_placer__ibm08.log
2026-04-30T22:29:56-04:00,submissions/casadi_placer.py,ibm09,ok,0,10,1.1127,0.057,0.836,1.275,0,sweep_logs/20260430_222423/submissions__casadi_placer__ibm09.log
2026-04-30T22:30:36-04:00,submissions/casadi_placer.py,ibm10,ok,0,40,1.3367,0.067,0.668,1.870,0,sweep_logs/20260430_222423/submissions__casadi_placer__ibm10.log
2026-04-30T22:30:50-04:00,submissions/casadi_placer.py,ibm11,ok,0,13,1.2141,0.054,0.862,1.458,0,sweep_logs/20260430_222423/submissions__casadi_placer__ibm11.log
2026-04-30T22:31:25-04:00,submissions/casadi_placer.py,ibm12,ok,0,35,1.6251,0.059,0.767,2.365,0,sweep_logs/20260430_222423/submissions__casadi_placer__ibm12.log
2026-04-30T22:31:41-04:00,submissions/casadi_placer.py,ibm13,ok,0,16,1.3854,0.054,0.891,1.773,0,sweep_logs/20260430_222423/submissions__casadi_placer__ibm13.log
2026-04-30T22:32:40-04:00,submissions/casadi_placer.py,ibm14,ok,0,59,1.5939,0.052,0.964,2.120,0,sweep_logs/20260430_222423/submissions__casadi_placer__ibm14.log
2026-04-30T22:33:09-04:00,submissions/casadi_placer.py,ibm15,ok,0,29,1.6035,0.058,0.930,2.160,0,sweep_logs/20260430_222423/submissions__casadi_placer__ibm15.log
2026-04-30T22:33:55-04:00,submissions/casadi_placer.py,ibm16,ok,0,46,1.4911,0.049,0.822,2.062,0,sweep_logs/20260430_222423/submissions__casadi_placer__ibm16.log
2026-04-30T22:35:25-04:00,submissions/casadi_placer.py,ibm17,ok,0,90,1.7395,0.053,0.946,2.426,0,sweep_logs/20260430_222423/submissions__casadi_placer__ibm17.log
2026-04-30T22:35:54-04:00,submissions/casadi_placer.py,ibm18,ok,0,29,1.7864,0.053,1.040,2.426,0,sweep_logs/20260430_222423/submissions__casadi_placer__ibm18.log
2026-04-30T22:35:58-04:00,submissions/casadi_wire_placer.py,ibm01,ok,0,4,1.0385,0.064,0.812,1.137,0,sweep_logs/20260430_222423/submissions__casadi_wire_placer__ibm01.log
2026-04-30T22:36:04-04:00,submissions/casadi_wire_placer.py,ibm02,ok,0,6,1.5658,0.075,0.729,2.254,0,sweep_logs/20260430_222423/submissions__casadi_wire_placer__ibm02.log
