timestamp,placer,benchmark,status,exit_code,runtime_seconds,proxy,wirelength,density,congestion,overlaps,log
2026-04-30T22:37:28-04:00,submissions/casadi_wire_placer.py,ibm03,ok,0,84,1.3202,0.080,0.724,1.758,0,sweep_logs/20260430_222423/submissions__casadi_wire_placer__ibm03.log
2026-04-30T22:37:35-04:00,submissions/casadi_wire_placer.py,ibm04,ok,0,7,1.3134,0.071,0.782,1.704,0,sweep_logs/20260430_222423/submissions__casadi_wire_placer__ibm04.log
2026-04-30T22:38:39-04:00,submissions/casadi_wire_placer.py,ibm06,ok,0,64,1.6592,0.064,0.725,2.466,0,sweep_logs/20260430_222423/submissions__casadi_wire_placer__ibm06.log
2026-04-30T22:40:38-04:00,submissions/casadi_wire_placer.py,ibm07,ok,0,119,1.4725,0.066,0.815,1.999,0,sweep_logs/20260430_222423/submissions__casadi_wire_placer__ibm07.log
2026-04-30T22:40:49-04:00,submissions/casadi_wire_placer.py,ibm08,ok,0,11,1.4664,0.068,0.816,1.980,0,sweep_logs/20260430_222423/submissions__casadi_wire_placer__ibm08.log
2026-04-30T22:40:57-04:00,submissions/casadi_wire_placer.py,ibm09,ok,0,8,1.1127,0.057,0.836,1.275,0,sweep_logs/20260430_222423/submissions__casadi_wire_placer__ibm09.log
2026-04-30T22:41:33-04:00,submissions/casadi_wire_placer.py,ibm10,ok,0,36,1.3367,0.067,0.668,1.870,0,sweep_logs/20260430_222423/submissions__casadi_wire_placer__ibm10.log
2026-04-30T22:41:46-04:00,submissions/casadi_wire_placer.py,ibm11,ok,0,13,1.2141,0.054,0.862,1.458,0,sweep_logs/20260430_222423/submissions__casadi_wire_placer__ibm11.log
2026-04-30T22:42:19-04:00,submissions/casadi_wire_placer.py,ibm12,ok,0,33,1.6251,0.059,0.767,2.365,0,sweep_logs/20260430_222423/submissions__casadi_wire_placer__ibm12.log
2026-04-30T22:42:33-04:00,submissions/casadi_wire_placer.py,ibm13,ok,0,14,1.3854,0.054,0.891,1.773,0,sweep_logs/20260430_222423/submissions__casadi_wire_placer__ibm13.log
2026-04-30T22:43:16-04:00,submissions/casadi_wire_placer.py,ibm14,ok,0,43,1.5939,0.052,0.964,2.120,0,sweep_logs/20260430_222423/submissions__casadi_wire_placer__ibm14.log
2026-04-30T22:43:42-04:00,submissions/casadi_wire_placer.py,ibm15,ok,0,26,1.6035,0.058,0.930,2.160,0,sweep_logs/20260430_222423/submissions__casadi_wire_placer__ibm15.log
2026-04-30T22:44:28-04:00,submissions/casadi_wire_placer.py,ibm16,ok,0,46,1.4911,0.049,0.822,2.062,0,sweep_logs/20260430_222423/submissions__casadi_wire_placer__ibm16.log
2026-04-30T22:45:51-04:00,submissions/casadi_wire_placer.py,ibm17,ok,0,83,1.7395,0.053,0.946,2.426,0,sweep_logs/20260430_222423/submissions__casadi_wire_placer__ibm17.log
2026-04-30T22:46:16-04:00,submissions/casadi_wire_placer.py,ibm18,ok,0,25,1.7864,0.053,1.040,2.426,0,sweep_logs/20260430_222423/submissions__casadi_wire_placer__ibm18.log
2026-04-30T22:46:22-04:00,submissions/dccp_placer.py,ibm01,ok,0,6,1.0385,0.064,0.812,1.137,0,sweep_logs/20260430_222423/submissions__dccp_placer__ibm01.log
2026-04-30T22:46:30-04:00,submissions/dccp_placer.py,ibm02,ok,0,8,1.5604,0.075,0.727,2.245,0,sweep_logs/20260430_222423/submissions__dccp_placer__ibm02.log
2026-04-30T22:46:36-04:00,submissions/dccp_placer.py,ibm03,ok,0,6,1.3249,0.079,0.733,1.758,0,sweep_logs/20260430_222423/submissions__dccp_placer__ibm03.log
2026-04-30T22:46:44-04:00,submissions/dccp_placer.py,ibm04,ok,0,8,1.3135,0.071,0.782,1.704,0,sweep_logs/20260430_222423/submissions__dccp_placer__ibm04.log
2026-04-30T22:47:42-04:00,submissions/dccp_placer.py,ibm06,ok,0,58,1.6710,0.063,0.748,2.467,0,sweep_logs/20260430_222423/submissions__dccp_placer__ibm06.log
2026-04-30T22:47:53-04:00,submissions/dccp_placer.py,ibm07,ok,0,11,1.4773,0.065,0.822,2.002,0,sweep_logs/20260430_222423/submissions__dccp_placer__ibm07.log
2026-04-30T22:48:06-04:00,submissions/dccp_placer.py,ibm08,ok,0,13,1.4682,0.068,0.818,1.982,0,sweep_logs/20260430_222423/submissions__dccp_placer__ibm08.log
2026-04-30T22:48:14-04:00,submissions/dccp_placer.py,ibm09,ok,0,8,1.1127,0.057,0.836,1.275,0,sweep_logs/20260430_222423/submissions__dccp_placer__ibm09.log
2026-04-30T22:48:54-04:00,submissions/dccp_placer.py,ibm10,ok,0,40,1.3367,0.067,0.668,1.870,0,sweep_logs/20260430_222423/submissions__dccp_placer__ibm10.log
2026-04-30T22:49:08-04:00,submissions/dccp_placer.py,ibm11,ok,0,14,1.2141,0.054,0.862,1.458,0,sweep_logs/20260430_222423/submissions__dccp_placer__ibm11.log
2026-04-30T22:49:46-04:00,submissions/dccp_placer.py,ibm12,ok,0,38,1.6257,0.059,0.767,2.365,0,sweep_logs/20260430_222423/submissions__dccp_placer__ibm12.log
2026-04-30T22:50:04-04:00,submissions/dccp_placer.py,ibm13,ok,0,18,1.3854,0.054,0.891,1.773,0,sweep_logs/20260430_222423/submissions__dccp_placer__ibm13.log
2026-04-30T22:50:51-04:00,submissions/dccp_placer.py,ibm14,ok,0,47,1.5943,0.052,0.965,2.119,0,sweep_logs/20260430_222423/submissions__dccp_placer__ibm14.log
2026-04-30T22:51:18-04:00,submissions/dccp_placer.py,ibm15,ok,0,27,1.6051,0.058,0.931,2.162,0,sweep_logs/20260430_222423/submissions__dccp_placer__ibm15.log
2026-04-30T22:52:06-04:00,submissions/dccp_placer.py,ibm16,ok,0,48,1.4911,0.049,0.822,2.062,0,sweep_logs/20260430_222423/submissions__dccp_placer__ibm16.log
2026-04-30T22:53:55-04:00,submissions/dccp_placer.py,ibm17,ok,0,109,1.7392,0.053,0.946,2.426,0,sweep_logs/20260430_222423/submissions__dccp_placer__ibm17.log
2026-04-30T22:54:25-04:00,submissions/dccp_placer.py,ibm18,ok,0,30,1.7867,0.053,1.040,2.427,0,sweep_logs/20260430_222423/submissions__dccp_placer__ibm18.log
2026-04-30T22:55:04-04:00,submissions/dreamplace_moreau_placer.py,ibm01,ok,0,39,1.1737,0.065,0.980,1.237,0,sweep_logs/20260430_222423/submissions__dreamplace_moreau_placer__ibm01.log
2026-04-30T22:56:09-04:00,submissions/dreamplace_moreau_placer.py,ibm02,ok,0,65,1.7870,0.078,0.993,2.425,0,sweep_logs/20260430_222423/submissions__dreamplace_moreau_placer__ibm02.log
2026-04-30T22:57:11-04:00,submissions/dreamplace_moreau_placer.py,ibm03,ok,0,62,1.7870,0.080,1.152,2.262,0,sweep_logs/20260430_222423/submissions__dreamplace_moreau_placer__ibm03.log
2026-04-30T22:58:19-04:00,submissions/dreamplace_moreau_placer.py,ibm04,ok,0,68,1.6885,0.071,1.128,2.107,0,sweep_logs/20260430_222423/submissions__dreamplace_moreau_placer__ibm04.log
2026-04-30T22:58:45-04:00,submissions/dreamplace_moreau_placer.py,ibm06,ok,0,26,2.0048,0.063,1.107,2.776,0,sweep_logs/20260430_222423/submissions__dreamplace_moreau_placer__ibm06.log
2026-04-30T22:59:38-04:00,submissions/dreamplace_moreau_placer.py,ibm07,ok,0,53,1.7605,0.065,1.125,2.266,0,sweep_logs/20260430_222423/submissions__dreamplace_moreau_placer__ibm07.log
2026-04-30T23:00:51-04:00,submissions/dreamplace_moreau_placer.py,ibm08,ok,0,73,1.8746,0.073,1.147,2.456,0,sweep_logs/20260430_222423/submissions__dreamplace_moreau_placer__ibm08.log
2026-04-30T23:01:42-04:00,submissions/dreamplace_moreau_placer.py,ibm09,ok,0,51,1.3070,0.057,1.049,1.450,0,sweep_logs/20260430_222423/submissions__dreamplace_moreau_placer__ibm09.log
2026-04-30T23:05:25-04:00,submissions/dreamplace_moreau_placer.py,ibm10,ok,0,223,1.6387,0.058,0.910,2.253,0,sweep_logs/20260430_222423/submissions__dreamplace_moreau_placer__ibm10.log
2026-04-30T23:06:32-04:00,submissions/dreamplace_moreau_placer.py,ibm11,ok,0,67,1.3986,0.054,1.060,1.629,0,sweep_logs/20260430_222423/submissions__dreamplace_moreau_placer__ibm11.log
2026-04-30T23:09:25-04:00,submissions/dreamplace_moreau_placer.py,ibm12,ok,0,173,1.9186,0.060,1.076,2.641,0,sweep_logs/20260430_222423/submissions__dreamplace_moreau_placer__ibm12.log
2026-04-30T23:10:39-04:00,submissions/dreamplace_moreau_placer.py,ibm13,ok,0,74,1.6479,0.053,1.114,2.076,0,sweep_logs/20260430_222423/submissions__dreamplace_moreau_placer__ibm13.log
2026-04-30T23:12:57-04:00,submissions/dreamplace_moreau_placer.py,ibm14,ok,0,138,1.6987,0.050,1.094,2.203,0,sweep_logs/20260430_222423/submissions__dreamplace_moreau_placer__ibm14.log
2026-04-30T23:14:31-04:00,submissions/dreamplace_moreau_placer.py,ibm15,ok,0,94,1.9510,0.058,1.221,2.566,0,sweep_logs/20260430_222423/submissions__dreamplace_moreau_placer__ibm15.log
2026-04-30T23:17:08-04:00,submissions/dreamplace_moreau_placer.py,ibm16,ok,0,157,1.7361,0.047,1.060,2.318,0,sweep_logs/20260430_222423/submissions__dreamplace_moreau_placer__ibm16.log
2026-04-30T23:20:53-04:00,submissions/dreamplace_moreau_placer.py,ibm17,ok,0,225,1.7762,0.052,1.006,2.441,0,sweep_logs/20260430_222423/submissions__dreamplace_moreau_placer__ibm17.log
2026-04-30T23:22:01-04:00,submissions/dreamplace_moreau_placer.py,ibm18,ok,0,68,1.8298,0.053,1.103,2.451,0,sweep_logs/20260430_222423/submissions__dreamplace_moreau_placer__ibm18.log
2026-04-30T23:22:18-04:00,submissions/hard_coord_descent_placer.py,ibm01,ok,0,17,1.0385,0.064,0.812,1.137,0,sweep_logs/20260430_222423/submissions__hard_coord_descent_placer__ibm01.log
2026-04-30T23:22:53-04:00,submissions/hard_coord_descent_placer.py,ibm02,ok,0,35,1.5658,0.075,0.729,2.254,0,sweep_logs/20260430_222423/submissions__hard_coord_descent_placer__ibm02.log
2026-04-30T23:24:22-04:00,submissions/hard_coord_descent_placer.py,ibm03,ok,0,89,1.3255,0.079,0.732,1.760,0,sweep_logs/20260430_222423/submissions__hard_coord_descent_placer__ibm03.log
2026-04-30T23:24:56-04:00,submissions/hard_coord_descent_placer.py,ibm04,ok,0,34,1.3134,0.071,0.782,1.704,0,sweep_logs/20260430_222423/submissions__hard_coord_descent_placer__ibm04.log
2026-04-30T23:26:06-04:00,submissions/hard_coord_descent_placer.py,ibm06,ok,0,70,1.6593,0.064,0.725,2.466,0,sweep_logs/20260430_222423/submissions__hard_coord_descent_placer__ibm06.log
2026-04-30T23:28:12-04:00,submissions/hard_coord_descent_placer.py,ibm07,ok,0,126,1.4762,0.065,0.821,2.001,0,sweep_logs/20260430_222423/submissions__hard_coord_descent_placer__ibm07.log
2026-04-30T23:29:20-04:00,submissions/hard_coord_descent_placer.py,ibm08,ok,0,68,1.4655,0.068,0.816,1.978,0,sweep_logs/20260430_222423/submissions__hard_coord_descent_placer__ibm08.log
2026-04-30T23:30:04-04:00,submissions/hard_coord_descent_placer.py,ibm09,ok,0,44,1.1116,0.057,0.836,1.273,0,sweep_logs/20260430_222423/submissions__hard_coord_descent_placer__ibm09.log
2026-04-30T23:34:21-04:00,submissions/hard_coord_descent_placer.py,ibm10,ok,0,257,1.3359,0.067,0.671,1.866,0,sweep_logs/20260430_222423/submissions__hard_coord_descent_placer__ibm10.log
2026-04-30T23:35:35-04:00,submissions/hard_coord_descent_placer.py,ibm11,ok,0,74,1.2134,0.054,0.861,1.458,0,sweep_logs/20260430_222423/submissions__hard_coord_descent_placer__ibm11.log
2026-04-30T23:39:49-04:00,submissions/hard_coord_descent_placer.py,ibm12,ok,0,254,1.6226,0.060,0.763,2.363,0,sweep_logs/20260430_222423/submissions__hard_coord_descent_placer__ibm12.log
2026-04-30T23:41:24-04:00,submissions/hard_coord_descent_placer.py,ibm13,ok,0,95,1.3850,0.054,0.891,1.772,0,sweep_logs/20260430_222423/submissions__hard_coord_descent_placer__ibm13.log
2026-04-30T23:46:30-04:00,submissions/hard_coord_descent_placer.py,ibm14,ok,0,306,1.5939,0.052,0.965,2.118,0,sweep_logs/20260430_222423/submissions__hard_coord_descent_placer__ibm14.log
2026-04-30T23:49:21-04:00,submissions/hard_coord_descent_placer.py,ibm15,ok,0,171,1.6035,0.058,0.930,2.160,0,sweep_logs/20260430_222423/submissions__hard_coord_descent_placer__ibm15.log
2026-04-30T23:55:10-04:00,submissions/hard_coord_descent_placer.py,ibm16,ok,0,349,1.4911,0.049,0.822,2.062,0,sweep_logs/20260430_222423/submissions__hard_coord_descent_placer__ibm16.log
2026-05-01T00:05:43-04:00,submissions/hard_coord_descent_placer.py,ibm17,ok,0,633,1.7395,0.053,0.946,2.426,0,sweep_logs/20260430_222423/submissions__hard_coord_descent_placer__ibm17.log
2026-05-01T00:08:48-04:00,submissions/hard_coord_descent_placer.py,ibm18,ok,0,185,1.7864,0.053,1.040,2.426,0,sweep_logs/20260430_222423/submissions__hard_coord_descent_placer__ibm18.log
2026-05-01T00:08:52-04:00,submissions/hard_macro_lns_placer.py,ibm01,ok,0,4,1.0385,0.064,0.812,1.137,0,sweep_logs/20260430_222423/submissions__hard_macro_lns_placer__ibm01.log
2026-05-01T00:08:59-04:00,submissions/hard_macro_lns_placer.py,ibm02,ok,0,7,1.5658,0.075,0.729,2.254,0,sweep_logs/20260430_222423/submissions__hard_macro_lns_placer__ibm02.log
2026-05-01T00:10:19-04:00,submissions/hard_macro_lns_placer.py,ibm03,ok,0,80,1.3202,0.080,0.724,1.758,0,sweep_logs/20260430_222423/submissions__hard_macro_lns_placer__ibm03.log
2026-05-01T00:10:26-04:00,submissions/hard_macro_lns_placer.py,ibm04,ok,0,7,1.3134,0.071,0.782,1.704,0,sweep_logs/20260430_222423/submissions__hard_macro_lns_placer__ibm04.log
2026-05-01T00:11:32-04:00,submissions/hard_macro_lns_placer.py,ibm06,ok,0,66,1.6592,0.064,0.725,2.466,0,sweep_logs/20260430_222423/submissions__hard_macro_lns_placer__ibm06.log
2026-05-01T00:13:26-04:00,submissions/hard_macro_lns_placer.py,ibm07,ok,0,114,1.4725,0.066,0.815,1.999,0,sweep_logs/20260430_222423/submissions__hard_macro_lns_placer__ibm07.log
2026-05-01T00:13:38-04:00,submissions/hard_macro_lns_placer.py,ibm08,ok,0,12,1.4664,0.068,0.816,1.980,0,sweep_logs/20260430_222423/submissions__hard_macro_lns_placer__ibm08.log
2026-05-01T00:13:47-04:00,submissions/hard_macro_lns_placer.py,ibm09,ok,0,9,1.1127,0.057,0.836,1.275,0,sweep_logs/20260430_222423/submissions__hard_macro_lns_placer__ibm09.log
2026-05-01T00:20:23-04:00,submissions/hard_macro_lns_placer.py,ibm10,ok,0,396,1.3367,0.067,0.668,1.870,0,sweep_logs/20260430_222423/submissions__hard_macro_lns_placer__ibm10.log
2026-05-01T00:21:40-04:00,submissions/hard_macro_lns_placer.py,ibm11,ok,0,77,1.2133,0.054,0.863,1.456,0,sweep_logs/20260430_222423/submissions__hard_macro_lns_placer__ibm11.log
2026-05-01T00:25:43-04:00,submissions/hard_macro_lns_placer.py,ibm12,ok,0,243,1.6251,0.059,0.767,2.365,0,sweep_logs/20260430_222423/submissions__hard_macro_lns_placer__ibm12.log
2026-05-01T00:27:12-04:00,submissions/hard_macro_lns_placer.py,ibm13,ok,0,89,1.3843,0.054,0.888,1.773,0,sweep_logs/20260430_222423/submissions__hard_macro_lns_placer__ibm13.log
2026-05-01T00:31:30-04:00,submissions/hard_macro_lns_placer.py,ibm14,ok,0,258,1.5939,0.052,0.964,2.120,0,sweep_logs/20260430_222423/submissions__hard_macro_lns_placer__ibm14.log
2026-05-01T00:33:49-04:00,submissions/hard_macro_lns_placer.py,ibm15,ok,0,139,1.6030,0.058,0.930,2.159,0,sweep_logs/20260430_222423/submissions__hard_macro_lns_placer__ibm15.log
2026-05-01T00:38:22-04:00,submissions/hard_macro_lns_placer.py,ibm16,ok,0,273,1.4883,0.049,0.821,2.057,0,sweep_logs/20260430_222423/submissions__hard_macro_lns_placer__ibm16.log
2026-05-01T00:48:07-04:00,submissions/hard_macro_lns_placer.py,ibm17,ok,0,585,1.7395,0.053,0.946,2.426,0,sweep_logs/20260430_222423/submissions__hard_macro_lns_placer__ibm17.log
2026-05-01T00:48:34-04:00,submissions/hard_macro_lns_placer.py,ibm18,ok,0,27,1.7864,0.053,1.040,2.426,0,sweep_logs/20260430_222423/submissions__hard_macro_lns_placer__ibm18.log
2026-05-01T00:48:39-04:00,submissions/hard_macro_lns_no_rudy_placer.py,ibm01,ok,0,5,1.0385,0.064,0.812,1.137,0,sweep_logs/20260430_222423/submissions__hard_macro_lns_no_rudy_placer__ibm01.log
2026-05-01T00:48:45-04:00,submissions/hard_macro_lns_no_rudy_placer.py,ibm02,ok,0,6,1.5658,0.075,0.729,2.254,0,sweep_logs/20260430_222423/submissions__hard_macro_lns_no_rudy_placer__ibm02.log
2026-05-01T00:50:05-04:00,submissions/hard_macro_lns_no_rudy_placer.py,ibm03,ok,0,80,1.3202,0.080,0.724,1.758,0,sweep_logs/20260430_222423/submissions__hard_macro_lns_no_rudy_placer__ibm03.log
2026-05-01T00:50:12-04:00,submissions/hard_macro_lns_no_rudy_placer.py,ibm04,ok,0,7,1.3134,0.071,0.782,1.704,0,sweep_logs/20260430_222423/submissions__hard_macro_lns_no_rudy_placer__ibm04.log
2026-05-01T00:51:16-04:00,submissions/hard_macro_lns_no_rudy_placer.py,ibm06,ok,0,64,1.6592,0.064,0.725,2.466,0,sweep_logs/20260430_222423/submissions__hard_macro_lns_no_rudy_placer__ibm06.log
2026-05-01T00:53:10-04:00,submissions/hard_macro_lns_no_rudy_placer.py,ibm07,ok,0,114,1.4725,0.066,0.815,1.999,0,sweep_logs/20260430_222423/submissions__hard_macro_lns_no_rudy_placer__ibm07.log
2026-05-01T00:53:22-04:00,submissions/hard_macro_lns_no_rudy_placer.py,ibm08,ok,0,12,1.4664,0.068,0.816,1.980,0,sweep_logs/20260430_222423/submissions__hard_macro_lns_no_rudy_placer__ibm08.log
2026-05-01T00:53:30-04:00,submissions/hard_macro_lns_no_rudy_placer.py,ibm09,ok,0,8,1.1127,0.057,0.836,1.275,0,sweep_logs/20260430_222423/submissions__hard_macro_lns_no_rudy_placer__ibm09.log
2026-05-01T00:56:48-04:00,submissions/hard_macro_lns_no_rudy_placer.py,ibm10,ok,0,198,1.3367,0.067,0.668,1.870,0,sweep_logs/20260430_222423/submissions__hard_macro_lns_no_rudy_placer__ibm10.log
2026-05-01T00:57:55-04:00,submissions/hard_macro_lns_no_rudy_placer.py,ibm11,ok,0,67,1.2135,0.054,0.863,1.456,0,sweep_logs/20260430_222423/submissions__hard_macro_lns_no_rudy_placer__ibm11.log
2026-05-01T01:01:29-04:00,submissions/hard_macro_lns_no_rudy_placer.py,ibm12,ok,0,214,1.6251,0.059,0.766,2.365,0,sweep_logs/20260430_222423/submissions__hard_macro_lns_no_rudy_placer__ibm12.log
2026-05-01T01:02:54-04:00,submissions/hard_macro_lns_no_rudy_placer.py,ibm13,ok,0,85,1.3849,0.054,0.889,1.774,0,sweep_logs/20260430_222423/submissions__hard_macro_lns_no_rudy_placer__ibm13.log
2026-05-01T01:20:40-04:00,submissions/hard_macro_lns_no_rudy_placer.py,ibm14,ok,0,1066,1.5939,0.052,0.964,2.120,0,sweep_logs/20260430_222423/submissions__hard_macro_lns_no_rudy_placer__ibm14.log
2026-05-01T01:23:09-04:00,submissions/hard_macro_lns_no_rudy_placer.py,ibm15,ok,0,149,1.6031,0.058,0.930,2.159,0,sweep_logs/20260430_222423/submissions__hard_macro_lns_no_rudy_placer__ibm15.log
2026-05-01T07:26:29-04:00,submissions/hard_macro_lns_no_rudy_placer.py,ibm16,ok,0,21800,1.4882,0.049,0.821,2.057,0,sweep_logs/20260430_222423/submissions__hard_macro_lns_no_rudy_placer__ibm16.log
2026-05-01T07:37:05-04:00,submissions/hard_macro_lns_no_rudy_placer.py,ibm17,ok,0,636,1.7395,0.053,0.946,2.426,0,sweep_logs/20260430_222423/submissions__hard_macro_lns_no_rudy_placer__ibm17.log
2026-05-01T07:37:54-04:00,submissions/hard_macro_lns_no_rudy_placer.py,ibm18,ok,0,49,1.7864,0.053,1.040,2.426,0,sweep_logs/20260430_222423/submissions__hard_macro_lns_no_rudy_placer__ibm18.log
2026-05-01T07:37:58-04:00,submissions/hard_macro_lns_quick_placer.py,ibm01,ok,0,4,1.0385,0.064,0.812,1.137,0,sweep_logs/20260430_222423/submissions__hard_macro_lns_quick_placer__ibm01.log
2026-05-01T07:38:05-04:00,submissions/hard_macro_lns_quick_placer.py,ibm02,ok,0,7,1.5658,0.075,0.729,2.254,0,sweep_logs/20260430_222423/submissions__hard_macro_lns_quick_placer__ibm02.log
2026-05-01T07:39:34-04:00,submissions/hard_macro_lns_quick_placer.py,ibm03,ok,0,89,1.3202,0.080,0.724,1.758,0,sweep_logs/20260430_222423/submissions__hard_macro_lns_quick_placer__ibm03.log
2026-05-01T07:39:41-04:00,submissions/hard_macro_lns_quick_placer.py,ibm04,ok,0,7,1.3134,0.071,0.782,1.704,0,sweep_logs/20260430_222423/submissions__hard_macro_lns_quick_placer__ibm04.log
2026-05-01T07:40:47-04:00,submissions/hard_macro_lns_quick_placer.py,ibm06,ok,0,66,1.6592,0.064,0.725,2.466,0,sweep_logs/20260430_222423/submissions__hard_macro_lns_quick_placer__ibm06.log
2026-05-01T07:42:44-04:00,submissions/hard_macro_lns_quick_placer.py,ibm07,ok,0,117,1.4725,0.066,0.815,1.999,0,sweep_logs/20260430_222423/submissions__hard_macro_lns_quick_placer__ibm07.log
2026-05-01T07:42:56-04:00,submissions/hard_macro_lns_quick_placer.py,ibm08,ok,0,12,1.4664,0.068,0.816,1.980,0,sweep_logs/20260430_222423/submissions__hard_macro_lns_quick_placer__ibm08.log
2026-05-01T07:43:05-04:00,submissions/hard_macro_lns_quick_placer.py,ibm09,ok,0,9,1.1127,0.057,0.836,1.275,0,sweep_logs/20260430_222423/submissions__hard_macro_lns_quick_placer__ibm09.log
2026-05-01T07:45:27-04:00,submissions/hard_macro_lns_quick_placer.py,ibm10,ok,0,142,1.3367,0.067,0.668,1.870,0,sweep_logs/20260430_222423/submissions__hard_macro_lns_quick_placer__ibm10.log
2026-05-01T07:46:18-04:00,submissions/hard_macro_lns_quick_placer.py,ibm11,ok,0,51,1.2133,0.054,0.863,1.456,0,sweep_logs/20260430_222423/submissions__hard_macro_lns_quick_placer__ibm11.log
2026-05-01T07:48:53-04:00,submissions/hard_macro_lns_quick_placer.py,ibm12,ok,0,155,1.6251,0.059,0.767,2.365,0,sweep_logs/20260430_222423/submissions__hard_macro_lns_quick_placer__ibm12.log
2026-05-01T07:49:52-04:00,submissions/hard_macro_lns_quick_placer.py,ibm13,ok,0,59,1.3843,0.054,0.888,1.773,0,sweep_logs/20260430_222423/submissions__hard_macro_lns_quick_placer__ibm13.log
2026-05-01T07:52:55-04:00,submissions/hard_macro_lns_quick_placer.py,ibm14,ok,0,183,1.5939,0.052,0.964,2.120,0,sweep_logs/20260430_222423/submissions__hard_macro_lns_quick_placer__ibm14.log
2026-05-01T07:54:35-04:00,submissions/hard_macro_lns_quick_placer.py,ibm15,ok,0,100,1.6030,0.058,0.930,2.159,0,sweep_logs/20260430_222423/submissions__hard_macro_lns_quick_placer__ibm15.log
2026-05-01T07:57:41-04:00,submissions/hard_macro_lns_quick_placer.py,ibm16,ok,0,186,1.4883,0.049,0.821,2.057,0,sweep_logs/20260430_222423/submissions__hard_macro_lns_quick_placer__ibm16.log
2026-05-01T08:04:28-04:00,submissions/hard_macro_lns_quick_placer.py,ibm17,ok,0,407,1.7395,0.053,0.946,2.426,0,sweep_logs/20260430_222423/submissions__hard_macro_lns_quick_placer__ibm17.log
